Nº PROJETO;TÍTULO;EMPRESA PETROLÍFERA;DATA DE INÍCIO;DATA DE TÉRMINO;EMPRESA BRASILEIRA EXECUTORA;INSTITUIÇÃO CREDENCIADA EXECUTORA;AUTORIZAÇÃO;DATA DE PUBLICAÇÃO
18062-0;Melhorias na infra-estrutura e nos equipamentos do Laboratório de Ondas e Correntes da COPPE/UFRJ;Petrobras;30/08/2006;10/08/2012;-;UFRJ;229/2006;24/08/2006
18063-8;Ampliação de infra-estrutura, capacitação laboratorial e formação do Laboratório de Mecânica Off-shore da Escola Politécnica da USP;Petrobras;30/08/2006;29/06/2012;-;USP;"229/2006   
153/2009";"24/08/2006   
11/03/2009"
18064-6;Implementação de Laboratório de Qualificação de Conectores Mecânicos e Risers para Águas Profundas na COPPE / UFRJ;Petrobras;30/08/2006;25/12/2015;-;UFRJ;"229/2006   
140/2008   
349/2008";"24/08/2006   
15/04/2008   
29/08/2008"
18065-3;Reestruturação do Laboratório de Dinâmica de Risers Flexíveis – LAMEF/UFRGS;Petrobras;30/08/2006;12/08/2012;-;UFRGS;229/2006;24/08/2006
18066-1;Ampliação das instalações e implementação de equipamentos no Núcleo de Estruturas Oceânicas da COPPE;Petrobras;30/08/2006;03/02/2015;-;UFRJ;"229/2006   
153/2009";"24/08/2006   
11/03/2009"
18067-9;Implementação de novo sistema laser PIV tridimensional no tanque de ensaios do Núcleo de Dinâmica de Fluidos da Escola Politécnica da USP;Petrobras;30/08/2006;24/08/2007;-;USP;229/2006;24/08/2006
18068-7;Implantação do laboratório hiperbárico para testes de estruturas e equipamentos submarinos no CEFET de Campos – UNED Macaé;Petrobras;30/08/2006;28/07/2012;-;CEFET/CAMPOS;229/2006;24/08/2006
18069-5;Novas instalações físicas de Laboratório de Computação de Alto Desempenho do Centro de Tecnologia da Universidade Federal de Pernambuco;Petrobras;30/08/2006;16/11/2011;-;UFPE;229/2006;24/08/2006
18070-3;Ampliação e modernização dos Setores de Mecânica dos Pavimentos e Misturas Asfálticas do Laboratório de Geotecnia da COPPE;Petrobras;30/08/2006;15/05/2010;-;UFRJ;229/2006;24/08/2006
18071-1;Ampliação, adequação e modernização do Laboratório de Tecnologia de Pavimentação da EPUSP;Petrobras;30/08/2006;08/08/2011;-;USP;229/2006;24/08/2006
18072-9;Proposta para construção do Centro de Tecnologia em Asfalto – N/NE na UFC;Petrobras;30/08/2006;27/09/2015;-;UFC;229/2006;24/08/2006
18073-7;Adequação e modernização dos Laboratórios de Caracterização, Desenvolvimento de Materiais e de Geotecnia e Pavimentação da UFS;Petrobras;30/08/2006;14/02/2009;-;UFS;229/2006;24/08/2006
18074-5;Adequação da infra-estrutura de pesquisa em materiais asfálticos da UFRGS para desenvolvimento de soluções de pavimentação;Petrobras;30/08/2006;28/07/2012;-;UFRGS;229/2006;24/08/2006
18075-2;Montagem de infra-estrutura laboratorial em catálise e simulação de processos, aplicados à produção de H2 para uso em produção de combustíveis limpos;Petrobras;30/08/2006;29/01/2014;-;UFF;229/2006;24/08/2006
18076-0;Implantação na UFF do Centro de Pesquisa e Desenvolvimento de Processos e Produtos na área de incrustação química;Petrobras;30/08/2006;28/08/2015;-;UFF;229/2006;24/08/2006
18077-8;Implementação de infra-estrutura no LENEP/UENF;Petrobras;30/08/2006;04/02/2012;-;UENF;229/2006;24/08/2006
18078-6;Infra-estrutura para laboratório de excelência em líquidos iônicos;Petrobras;30/08/2006;19/01/2015;-;UFRGS;"229/2006   
415/2010   
676/2013
";"24/08/2006   
07/07/2010   
05/09/2013"
18079-4;Implementação de infra-estrutura para caracterização avançada de materiais por técnicas de luz síncrotron e microscopias eletrônica;Petrobras;30/08/2006;04/02/2013;-;LNLS;229/2006;24/08/2006
18080-2;Edificação da infra-estrutura do Núcleo de Estudos em Escoamento e Medição de Óleo e Gás - NEMOG.;Petrobras;30/08/2006;13/02/2015;-;UFES;229/2006;24/08/2006
18081-0;Implantação do Núcleo de Competência em Química de Óleos Pesados e Extra Pesados da Universidade Federal do Espírito Santo;Petrobras;30/08/2006;17/02/2013;-;UFES;"229/2006   
153/2009";"24/08/2006   
11/03/2009"
18082-8;Adequação da infra-estrutura do Laboratório de Materiais do Centro Tecnológico da UFES;Petrobras;30/08/2006;03/02/2014;-;UFES;229/2006;24/08/2006
18083-6;Modernização e ampliação da infra-estrutura do laboratório de soldagem do Centro Tecnológico da UFES;Petrobras;30/08/2006;29/01/2014;-;UFES;229/2006;24/08/2006
18084-4;Implementação de infra-estrutura laboratorial na EQ-UFRJ para o desenvolvimento de novas tecnologias de produção de catalisadores aplicados à indústria do refino;Petrobras;30/08/2006;31/07/2013;-;UFRJ;229/2006;24/08/2006
18085-1;Implantação de infra-estrutura em catálise e processos catalíticos na UNIFACS;Petrobras;30/08/2006;13/07/2015;-;UNIFACS;229/2006;24/08/2006
18086-9;Implantação de infra-estrutura para a síntese e caracterização de catalisadores na UFRRJ.;Petrobras;30/08/2006;18/08/2008;-;UFRRJ;229/2006;24/08/2006
18087-7;Edificação e montagem de um Laboratório de Simulação Numérica de Reservatórios de Óleo Pesado;Petrobras;11/09/2006;23/12/2009;-;UFC;236/2006;04/09/2006
18088-5;Implementação de câmara hiperbárica e sistemas de aquisição de dados no Laboratório de Ensaios Térmicos em Dutos Flexíveis da USP;Petrobras;11/09/2006;19/10/2010;-;USP;229/2006;24/08/2006
18089-3;Construção e montagem do Centro de Pesquisa em Processos e Materiais Avançados para a Indústria de Petróleo;Petrobras;11/09/2006;19/08/2015;-;UFSCAR;"229/2006   
344/2010";"24/08/2006   
08/06/2010"
18090-1;Ampliação e certificação do LAPEG ( Laboratório de Petróleo e Gás Natural ) da UNIFACS;Petrobras;11/09/2006;25/08/2009;-;UNIFACS;229/2006;24/08/2006
18091-9;Montagem de laboratório de injeção de vapor na UNICAMP.;Petrobras;11/09/2006;14/08/2011;-;UNICAMP;229/2006;24/08/2006
18092-7;Recuperação e ampliação da infra-estrutura do Laboratório de Instrumentação Eletrônica e Controle - LIEC;Petrobras;14/09/2006;17/10/2011;-;UFCG;236/2006;04/09/2006
18093-5;Implantação de infra-estrutura laboratorial no Laboratório de Petroquímica, Materiais e Biodiesel da UFPB;Petrobras;19/09/2006;01/03/2010;-;UFPB;241/2006;06/09/2006
18094-3;Ampliação da infra-estrutura laboratorial da Divisão de Corrosão e Degradação do INT;Petrobras;19/09/2006;29/05/2015;-;INT;236/2006;04/09/2006
18095-0;Implantação da Infra-estrutura Física do Laboratório de Técnicas Avançadas de Ensaios, Soldagem e Inspeção de Dutos do INPetro / UFSC;Petrobras;19/09/2006;31/01/2016;-;UFSC;236/2006;04/09/2006
18096-8;Rede Temática em Computação Científica e Visualização – Núcleo UFAL;Petrobras;19/09/2006;15/10/2012;-;UFAL;236/2006;04/09/2006
18097-6;Rede Temática em Computação Científica e Visualização – Núcleo PUC-Rio;Petrobras;19/09/2006;01/09/2015;-;PUC-RIO;236/2006;04/09/2006
18098-4;Implantação do Laboratório de Desenvolvimento de Software para Otimização e Controle de Processos ( LADES );Petrobras;19/09/2006;28/08/2013;-;UFRJ;236/2006;04/09/2006
18099-2;Ampliação da infra-estrutura do Laboratório de Processos com Membranas – Polímeros, do Programa de Engenharia Química da COPPE/ UFRJ;Petrobras;19/09/2006;25/08/2013;-;UFRJ;229/2006;24/08/2006
18100-8;Ampliação da infra-estrutura do Laboratório de Tribologia e Materiais ( LTM ) do Departamento de Engenharia Mecânica da Universidade Federal de Uberlândia;Petrobras;19/09/2006;01/05/2012;-;UFU;236/2006;04/09/2006
18101-6;Ampliação da infra-estrutura laboratorial do Laboratório de Corrosão e Proteção LCP / CINTEQ do IPT;Petrobras;19/09/2006;29/06/2009;-;IPT;236/2006;04/09/2006
18102-4;Implementação do Centro de Engenharia de Fluidos;Petrobras;21/09/2006;19/08/2013;-;PUC-RIO;236/2006;04/09/2006
18103-2;Implantação de uma central de análises no Núcleo de Processamento na Universidade Federal do Rio Grande do Norte;Petrobras;21/09/2006;03/09/2013;-;UFRN;241/2006;06/09/2006
18104-0;Implantação do laboratório de monitoramento, tratamento e re-uso de resíduos da indústria de petróleo - LAMTRE na Universidade Federal do Rio Grande do Norte;Petrobras;21/09/2006;03/09/2013;-;UFRN;241/2006;06/09/2006
18105-7;Implantação da infra-estrutura física do Laboratório de Tecnologia Ambiental da UFRN – LABTAM II;Petrobras;21/09/2006;03/09/2013;-;UFRN;241/2006;06/09/2006
18106-5;Implantação do Laboratório de Catálise do Departamento de Engenharia Química da Universidade Federal de Sergipe visando estudar o craqueamento de frações pesadas de petróleo sobre catalisadores mesoporosos;Petrobras;21/09/2006;26/05/2012;-;UFS;241/2006;06/09/2006
18107-3;Adequação do Laboratório de Recursos Hídricos e Saneamento Ambiental ( LARHISA ), na Universidade Federal do Rio Grande do Norte, para atuar no segmento de produção de petróleo.;Petrobras;21/09/2006;23/02/2014;-;UFRN;241/2006;06/09/2006
18108-1;Implantação da infra-estrutura física do Laboratório de Tecnologia de Processamento Primário ( LTPP ) na Universidade Federal do Rio Grande do Norte;Petrobras;21/09/2006;03/09/2013;-;UFRN;241/2006;06/09/2006
18109-9;Criação, montagem e implantação de Laboratório de Hidrogeologia ( LAHIDROGEO ) na Universidade Federal do Rio Grande do Norte;Petrobras;21/09/2006;03/09/2013;-;UFRN;241/2006;06/09/2006
18110-7;Implantação da infra-estrutura física do Laboratório de Análise Térmica e Eletroanalítica para avaliação da potencialidade da perlita, na Universidade Federal do Rio Grande do Norte;Petrobras;21/09/2006;03/09/2013;-;UFRN;241/2006;06/09/2006
18111-5;Ampliação do Laboratório de Membranas e Colóides ( LAMECO ) para tratamento de águas;Petrobras;21/09/2006;04/09/2010;-;UFRN;241/2006;06/09/2006
18112-3;Implantação do Laboratório Central de Tratamento de Resíduos ( CATRE ) na Universidade Federal do Rio Grande do Norte;Petrobras;21/09/2006;03/09/2013;-;UFRN;241/2006;06/09/2006
18113-1;Complementação da obra e implantação da infra-estrutura do Laboratório de Automação em Petróleo;Petrobras;21/09/2006;03/12/2010;-;UFRN;236/2006;04/09/2006
18114-9;Rede Temática em Computação Científica e Visualização – Núcleo LCFT/ITA;Petrobras;21/09/2006;19/08/2012;-;ITA;236/2006;04/09/2006
18115-6;Implantação de infra-estrutura laboratorial no NUCAT para desenvolvimento de catalisadores nanoestruturados e membranas catalíticas;Petrobras;27/09/2006;19/08/2013;-;UFRJ;229/2006;24/08/2006
18116-4;Modelagem matemática e simulação de reservatórios de petróleo;Petrobras;27/09/2006;01/06/2014;-;UFRJ;229/2006;24/08/2006
18117-2;Implantação do Laboratório Experimental para Risers de Produção em Águas Ultraprofundas e Sistemas Marítimos de Produção da CEPETRO/UNICAMP;Petrobras;27/09/2006;14/05/2016;-;UNICAMP;"229/2006   
498/2009";"24/08/2006   
20/10/2009"
18118-0;Infra-estrutura e implantação da Rede Petrobras de Computação Científica e Visualização nó COPPE;Petrobras;27/09/2006;21/10/2017;-;UFRJ;236/2006;04/09/2006
18119-8;Pool de equipamentos de geofísica do Brasil ( PEG );Petrobras;04/10/2006;27/09/2014;-;ON;248/2006;18/09/2006
18120-6;Ampliação da infra-estrutura laboratorial do Departamento de Engenharia Mecatrônica da Escola Politécnica da USP;Petrobras;09/10/2006;20/03/2014;-;USP;236/2006;04/09/2006
18121-4;Laboratório de Geofísica Aplicada da UFRN;Petrobras;09/10/2006;26/12/2011;-;UFRN;248/2006;18/09/2006
18122-2;Rede Temática em Computação Científica e Visualização – Núcleo USP-SP ( Implantação do calibrador hidrodinâmico e nova infra-estrutura do TPN );Petrobras;09/10/2006;20/01/2011;-;USP;236/2006;04/09/2006
18123-0;Estabelecimento da infraestrutura básica para o Centro de Excelência em Tecnologia de Aplicação em Automação Industrial – CETAI.;Petrobras;09/10/2006;27/09/2008;-;USP;236/2006;04/09/2006
18124-8;Ampliação da infra-estrutura do Laboratório de Combustão do Departamento de Engenharia Mecânica da UFMG, com ênfase na modelagem dos processos de combustão, visando caracterização de combustíveis;Petrobras;20/10/2006;27/11/2010;-;UFMG;248/2006;18/09/2006
18125-5;Implantação da infra-estrutura do laboratório de analisadores (in line);Petrobras;20/10/2006;27/09/2013;-;USP;236/2006;04/09/2006
18126-3;Implantação de infra-estrutura laboratorial para desenvolvimento de processos e catalisadores na área de refino na UFRN;Petrobras;20/10/2006;01/12/2015;-;UFRN;241/2006;06/09/2006
18127-1;Montagem de uma unidade de pirólise térmica e catalítica de biomassa para obtenção de combustíveis líquidos;Petrobras;20/10/2006;23/09/2011;-;UFPE;241/2006;06/09/2006
18128-9;Implantação de infra-estrutura física da Rede de Fluidodinâmica Computacional em Processos de Refino;Petrobras;20/10/2006;03/10/2015;-;UFSC;248/2006;18/09/2006
18129-7;Implantação da infra-estrutura do Núcleo de Excelência em fadiga de risers e componentes estruturais em ambientes agressivos;Petrobras;20/10/2006;06/09/2017;-;UFRGS;236/2006;04/09/2006
18130-5;Rede de Fluidodinâmica Computacional em Processos de Refino;Petrobras;20/10/2006;17/09/2011;-;UFU;248/2006;18/09/2006
18131-3;Criação do Laboratório de Combustão e Turbulência e modernização do Laboratório de Computação em Fenômenos de Transporte do Departamento de Engenharia Mecânica da Pontifícia Universidade Católica do Rio de Janeiro;Petrobras;20/10/2006;02/05/2014;-;PUC-RIO;248/2006;18/09/2006
18132-1;Montagem de Laboratório de Processamento Paralelo em Risers;Petrobras;20/10/2006;06/04/2009;-;UNICAMP;236/2006;04/09/2006
18133-9;Implementação do LabPetro para medição mono/multifásica;Petrobras;20/10/2006;28/09/2010;-;UNICAMP;236/2006;04/09/2006
18134-7;Implementação do Laboratório de Escoamento.;Petrobras;20/10/2006;28/09/2010;-;UNICAMP;236/2006;04/09/2006
18135-4;Implementação do Laboratório de BCS-HSP.;Petrobras;20/10/2006;08/10/2008;-;UNICAMP;236/2006;04/09/2006
18136-2;Montagem de Laboratório de Mecanismos de Produção;Petrobras;20/10/2006;05/10/2009;-;UNICAMP;236/2006;04/09/2006
18137-0;Montagem de Laboratório de Combustão “In-Situ”.;Petrobras;20/10/2006;08/10/2008;-;UNICAMP;236/2006;04/09/2006
18138-8;Implantação da oficina do LabPetro;Petrobras;20/10/2006;25/07/2011;-;UNICAMP;236/2006;04/09/2006
18139-6;Obras de acabamento do 1º e 2º pisos do prédio do CEPETRO ( Laboratórios );Petrobras;20/10/2006;26/01/2011;-;UNICAMP;"236/2006   
565/2008";"04/09/2006   
09/12/2008"
18140-4;Montagem de Laboratório de Propriedades de Emulsões Água-Óleo em Escoamento;Petrobras;20/10/2006;06/04/2009;-;UNICAMP;236/2006;04/09/2006
18141-2;Montagem de Laboratório de Processos de Separação de Óleos Pesados;Petrobras;20/10/2006;08/10/2008;-;UNICAMP;236/2006;04/09/2006
18142-0;Implantação de sistema centralizado de computação paralela para a Rede de Geofísica Aplicada;Petrobras;20/10/2006;08/12/2011;-;UFRJ;248/2006;18/09/2006
18143-8;Implantação do Laboratório de Aquisição, Processamento e Interpretação Sísmica;Petrobras;25/10/2006;14/03/2017;-;UFF;248/2006;18/09/2006
18144-6;Estruturação do Laboratório de Biologia Pesqueira e das salas de sua coleção biológica;Petrobras;25/10/2006;25/03/2012;-;UFRN;262/2006;28/09/2006
18145-3;Implantação do Laboratório de Análises de Contaminantes Ambientais Orgânicos e Inorgânicos ;Petrobras;25/10/2006;06/04/2010;-;UFPR;262/2006;28/09/2006
18146-1;Construção de novo prédio para abrigar o Banco Nacional de Amostras Geológicas do fundo submarino da margem continental brasileira - BNAG;Petrobras;25/10/2006;04/02/2016;-;UFF;262/2006;28/09/2006
18147-9;Implantação de Laboratório de Ligantes e Misturas Asfálticas no Instituto Militar de Engenharia ( IME );Petrobras;25/10/2006;10/06/2009;-;IME;262/2006;28/09/2006
18148-7;Implementação da infra-estrutura do Laboratório de Automação e Controle e Simulação Computacional ( LACS );Petrobras;26/10/2006;13/09/2015;-;UFS;280/2006;05/10/2006
18149-5;Ampliação da infra estrutura do Laboratório de Pesquisa em Processos Químicos e Gestão Empresarial ( PQGe );Petrobras;26/10/2006;29/09/2011;-;UNICAMP;248/2006;18/09/2006
18150-3;Implantação de infra-estrutura laboratorial para pesquisas de monitoramento ambiental marinho associadas às atividades de petróleo e gás ;Petrobras;26/10/2006;25/09/2012;-;UFPE;262/2006;28/09/2006
18151-1;Implantação de infra-estrutura do Laboratório de Tecnologia e Monitoramento Ambiental (LTMA) do Núcleo Regional de Competência da UFS;Petrobras;26/10/2006;13/09/2015;-;UFS;280/2006;05/10/2006
18152-9;Implantação de infra-estrutura do Laboratório de Modelagem e Ciências Geológicas ( LMCG ) do NEREN e do DEA da Universidade Federal de Sergipe;Petrobras;26/10/2006;13/09/2015;-;UFS;280/2006;05/10/2006
18153-7;Implantação da infra-estrutura do laboratório de produção, separação, caracterização, processamento e armazenamento de biocombustíveis da UFS (LCPB);Petrobras;26/10/2006;13/09/2015;-;UFS;280/2006;05/10/2006
18154-5;Implantação do Laboratório de Tecnologia de Cimentação de Poços - LTCP do Departamento de Física - DEF da Universidade Federal de Sergipe - UFS;Petrobras;26/10/2006;13/09/2015;-;UFS;280/2006;05/10/2006
18155-2;Implantação da infra-estrutura do Laboratório de Corrosão e Propriedades Mecânicas (LCPM) da Universidade Federal de Sergipe;Petrobras;26/10/2006;13/09/2015;-;UFS;280/2006;05/10/2006
18156-0;Implantação da infra-estrutura do Laboratório de Caracterização e Processamento de Petróleo (LCPP) da Universidade Federal de Sergipe;Petrobras;26/10/2006;13/09/2015;-;UFS;280/2006;05/10/2006
18157-8;Expansão do Laboratório de Pavimentação da UNIFACS;Petrobras;26/10/2006;17/04/2008;-;UNIFACS;262/2006;28/09/2006
18158-6;Montagem de um loop de simulação de escoamentos do Núcleo de Estudos em Escoamento e Medição de Óleo e Gás - NEMOG;Petrobras;01/11/2006;22/05/2015;-;UFES;236/2006;04/09/2006
18159-4;Infra-estrutura predial, administrativa e capacitação para implantação de Laboratórios de Pesquisa Aplicada à Exploração de Petróleo e Gás ( LAPAEX ) na UFPA;Petrobras;01/11/2006;24/12/2011;-;UFPA;248/2006;18/09/2006
18160-2;Montagem de um laboratório móvel apto para verificar a qualidade dos pavimentos flexíveis e de um laboratório para caracterização de materiais para pavimentos de baixo custo;Petrobras;01/11/2006;27/08/2007;-;UFBA;262/2006;28/09/2006
18161-0;Aquisição de equipamentos para implantação do Núcleo de Competências em Química de Óleos Pesados e Extra Pesados da Universidade Federal do Espírito Santo;Petrobras;01/11/2006;07/01/2013;-;UFES;236/2006;04/09/2006
